Date,Gold Price (24 Karat),Gold Price (22 Karat),Gold Price (18 Karat),Gold Price (14 Karat),Gold Price (10 Karat)
24 Sep,4152.55,3806.50,3114.41,2422.32,1730.23
27 Sep,4156.72,3810.33,3117.54,2424.75,1731.97
28 Sep,4137.65,3792.85,3103.24,2413.63,1724.02
29 Sep,4131.27,3787.00,3098.45,2409.91,1721.36
30 Sep,4185.32,3836.54,3138.99,2441.43,1743.88
1 Oct,4198.33,3848.47,3148.75,2449.03,1749.30
4 Oct,4239.21,3885.94,3179.41,2472.87,1766.34
5 Oct,4217.83,3866.34,3163.37,2460.40,1757.43
6 Oct,4240.49,3887.12,3180.37,2473.62,1766.87
7 Oct,4222.72,3870.83,3167.04,2463.26,1759.47
8 Oct,4253.83,3899.35,3190.37,2481.40,1772.43
11 Oct,4250.57,3896.36,3187.93,2479.50,1771.07
12 Oct,4272.42,3916.38,3204.31,2492.24,1780.17
13 Oct,4338.27,3976.75,3253.70,2530.66,1807.61
14 Oct,4328.11,3967.44,3246.08,2524.73,1803.38
15 Oct,4258.78,3903.88,3194.09,2484.29,1774.49
18 Oct,4266.94,3911.36,3200.21,2489.05,1777.89
19 Oct,4271.91,3915.92,3203.94,2491.95,1779.96
20 Oct,4285.23,3928.12,3213.92,2499.72,1785.51
21 Oct,4296.30,3938.28,3222.23,2506.18,1790.13
22 Oct,4321.83,3961.68,3241.38,2521.07,1800.76
25 Oct,4364.75,4001.02,3273.56,2546.10,1818.64
26 Oct,4318.59,3958.71,3238.94,2519.18,1799.41
27 Oct,4334.57,3973.36,3250.93,2528.50,1806.07
28 Oct,4327.90,3967.25,3245.93,2524.61,1803.29
29 Oct,4296.50,3938.46,3222.38,2506.29,1790.21
1 Nov,4311.12,3951.86,3233.34,2514.82,1796.30
2 Nov,4292.73,3935.01,3219.55,2504.10,1788.64
3 Nov,4253.09,3898.67,3189.82,2480.97,1772.12
4 Nov,4289.62,3932.15,3217.21,2502.28,1787.34
5 Nov,4336.04,3974.70,3252.03,2529.36,1806.68
8 Nov,4336.24,3974.89,3252.18,2529.47,1806.77
9 Nov,4364.07,4000.40,3273.05,2545.71,1818.36
10 Nov,4422.68,4054.12,3317.01,2579.90,1842.78
11 Nov,4450.45,4079.58,3337.83,2596.09,1854.35
12 Nov,4456.94,4085.53,3342.70,2599.88,1857.06
15 Nov,4456.74,4085.34,3342.55,2599.76,1856.97
16 Nov,4429.57,4060.44,3322.18,2583.92,1845.66
17 Nov,4456.75,4085.35,3342.56,2599.77,1856.98
18 Nov,4434.33,4064.81,3325.75,2586.70,1847.64
19 Nov,4410.41,4042.87,3307.81,2572.74,1837.67
22 Nov,4329.12,3968.36,3246.84,2525.32,1803.80
23 Nov,4285.77,3928.62,3214.32,2500.03,1785.74
24 Nov,4293.63,3935.83,3220.22,2504.62,1789.01
25 Nov,4292.63,3934.91,3219.47,2504.03,1788.60
26 Nov,4325.53,3965.07,3244.15,2523.22,1802.30
29 Nov,4312.00,3952.66,3234.00,2515.33,1796.67
30 Nov,4279.24,3922.64,3209.43,2496.22,1783.02
1 Dec,4297.77,3939.62,3223.33,2507.03,1790.74
2 Dec,4264.84,3909.44,3198.63,2487.83,1777.02
3 Dec,4318.67,3958.78,3239.01,2519.23,1799.45
6 Dec,4316.93,3957.19,3237.70,2518.21,1798.72
7 Dec,4326.89,3966.32,3245.17,2524.02,1802.87
8 Dec,4323.01,3962.76,3242.26,2521.76,1801.25
9 Dec,4317.33,3957.56,3238.00,2518.44,1798.89
10 Dec,4345.14,3983.04,3258.85,2534.66,1810.47
13 Dec,4353.58,3990.79,3265.19,2539.59,1813.99
14 Dec,4333.77,3972.62,3250.33,2528.03,1805.74
15 Dec,4360.91,3997.50,3270.68,2543.86,1817.05
16 Dec,4405.03,4037.94,3303.77,2569.60,1835.43
17 Dec,4396.84,4030.44,3297.63,2564.83,1832.02
20 Dec,4363.31,3999.70,3272.48,2545.26,1818.05
21 Dec,4356.97,3993.89,3267.73,2541.56,1815.40
22 Dec,4376.33,4011.63,3282.24,2552.86,1823.47
23 Dec,4365.53,4001.73,3274.15,2546.56,1818.97
24 Dec,4367.29,4003.35,3275.47,2547.59,1819.70
27 Dec,4368.78,4004.72,3276.59,2548.46,1820.33
28 Dec,4341.27,3979.50,3255.95,2532.41,1808.86
29 Dec,4326.60,3966.05,3244.95,2523.85,1802.75
30 Dec,4345.44,3983.32,3259.08,2534.84,1810.60
31 Dec,4381.94,4016.78,3286.46,2556.13,1825.81
