Date,Gold Price (24 Karat),Gold Price (22 Karat),Gold Price (18 Karat),Gold Price (14 Karat),Gold Price (10 Karat)
18 Feb,3684.66,3377.61,2763.50,2149.39,1535.28
19 Feb,3708.61,3399.56,2781.46,2163.36,1545.26
20 Feb,3748.38,3436.01,2811.28,2186.55,1561.82
21 Feb,3798.77,3482.20,2849.08,2215.95,1582.82
24 Feb,3830.94,3511.69,2873.20,2234.71,1596.22
25 Feb,3790.58,3474.70,2842.93,2211.17,1579.41
26 Feb,3787.62,3471.98,2840.71,2209.44,1578.17
27 Feb,3793.06,3476.97,2844.79,2212.62,1580.44
28 Feb,3681.32,3374.54,2760.99,2147.44,1533.88
2 Mar,3728.52,3417.81,2796.39,2174.97,1553.55
3 Mar,3885.20,3561.43,2913.90,2266.37,1618.83
4 Mar,3866.84,3544.61,2900.13,2255.66,1611.18
5 Mar,3976.51,3645.14,2982.38,2319.63,1656.88
6 Mar,3983.79,3651.81,2987.84,2323.88,1659.91
9 Mar,3988.32,3655.96,2991.24,2326.52,1661.80
10 Mar,3907.78,3582.13,2930.83,2279.54,1628.24
11 Mar,3919.19,3592.59,2939.39,2286.19,1633.00
12 Mar,3773.95,3459.45,2830.46,2201.47,1572.48
13 Mar,3636.41,3333.37,2727.30,2121.24,1515.17
16 Mar,3600.69,3300.63,2700.51,2100.40,1500.29
17 Mar,3659.89,3354.90,2744.92,2134.93,1524.95
18 Mar,3613.09,3312.00,2709.82,2107.64,1505.45
19 Mar,3555.73,3259.42,2666.80,2074.17,1481.55
20 Mar,3643.07,3339.49,2732.31,2125.13,1517.95
23 Mar,3857.72,3536.24,2893.29,2250.34,1607.38
24 Mar,3991.50,3658.88,2993.63,2328.38,1663.13
25 Mar,3928.80,3601.40,2946.60,2291.80,1637.00
26 Mar,3907.25,3581.64,2930.44,2279.23,1628.02
27 Mar,3908.24,3582.55,2931.18,2279.80,1628.43
30 Mar,3919.65,3593.01,2939.73,2286.46,1633.19
31 Mar,3824.27,3505.58,2868.21,2230.83,1593.45
1 Apr,3920.25,3593.56,2940.19,2286.81,1633.44
2 Apr,3950.95,3621.70,2963.21,2304.72,1646.23
3 Apr,3975.65,3644.35,2981.74,2319.13,1656.52
6 Apr,4063.30,3724.69,3047.47,2370.26,1693.04
7 Apr,4009.28,3675.17,3006.96,2338.75,1670.53
8 Apr,4024.18,3688.83,3018.14,2347.44,1676.74
9 Apr,4109.44,3766.98,3082.08,2397.17,1712.27
10 Apr,4136.03,3791.36,3102.02,2412.68,1723.35
13 Apr,4211.48,3860.53,3158.61,2456.70,1754.78
14 Apr,4215.62,3864.32,3161.72,2459.11,1756.51
15 Apr,4221.68,3869.87,3166.26,2462.65,1759.03
16 Apr,4239.15,3885.89,3179.36,2472.84,1766.31
17 Apr,4143.68,3798.37,3107.76,2417.15,1726.53
20 Apr,4164.37,3817.34,3123.28,2429.22,1735.15
21 Apr,4176.81,3828.74,3132.61,2436.47,1740.34
22 Apr,4205.03,3854.61,3153.77,2452.94,1752.10
23 Apr,4224.15,3872.14,3168.11,2464.09,1760.06
24 Apr,4242.51,3888.97,3181.88,2474.80,1767.71
27 Apr,4187.72,3838.74,3140.79,2442.83,1744.88
28 Apr,4169.60,3822.14,3127.20,2432.27,1737.34
29 Apr,4148.26,3802.57,3111.20,2419.82,1728.44
30 Apr,4093.14,3752.05,3069.86,2387.67,1705.48
1 May,4147.12,3801.52,3110.34,2419.15,1727.96
4 May,4143.70,3798.39,3107.78,2417.16,1726.54
5 May,4160.61,3813.89,3120.46,2427.02,1733.59
6 May,4141.96,3796.80,3106.47,2416.15,1725.82
7 May,4173.43,3825.64,3130.07,2434.50,1738.93
8 May,4130.65,3786.43,3097.99,2409.55,1721.10
11 May,4145.60,3800.13,3109.20,2418.26,1727.33
12 May,4124.71,3780.98,3093.53,2406.08,1718.63
13 May,4168.70,3821.31,3126.53,2431.74,1736.96
14 May,4206.05,3855.55,3154.54,2453.53,1752.52
15 May,4250.41,3896.21,3187.81,2479.41,1771.01
18 May,4217.76,3866.28,3163.32,2460.36,1757.40
19 May,4250.51,3896.30,3187.88,2479.47,1771.05
20 May,4243.82,3890.17,3182.87,2475.56,1768.26
21 May,4197.96,3848.13,3148.47,2448.81,1749.15
22 May,4240.21,3886.86,3180.16,2473.46,1766.75
25 May,4213.45,3862.33,3160.09,2457.85,1755.60
26 May,4157.21,3810.78,3117.91,2425.04,1732.17
27 May,4175.03,3827.11,3131.28,2435.44,1739.60
28 May,4188.26,3839.24,3141.19,2443.15,1745.11
29 May,4199.92,3849.93,3149.94,2449.96,1749.97
1 Jun,4228.99,3876.57,3171.74,2466.91,1762.08
2 Jun,4167.91,3820.58,3125.93,2431.28,1736.63
3 Jun,4118.84,3775.60,3089.13,2402.65,1716.18
4 Jun,4155.54,3809.25,3116.66,2424.07,1731.48
5 Jun,4090.86,3749.96,3068.15,2386.34,1704.53
8 Jun,4115.28,3772.34,3086.46,2400.58,1714.70
9 Jun,4159.40,3812.78,3119.55,2426.32,1733.08
10 Jun,4223.07,3871.15,3167.30,2463.46,1759.61
11 Jun,4218.61,3867.06,3163.95,2460.85,1757.75
12 Jun,4225.39,3873.27,3169.04,2464.81,1760.58
15 Jun,4212.87,3861.80,3159.66,2457.51,1755.36
16 Jun,4241.39,3887.95,3181.05,2474.15,1767.25
17 Jun,4243.14,3889.54,3182.35,2475.16,1767.97
18 Jun,4233.70,3880.89,3175.27,2469.66,1764.04
19 Jun,4274.57,3918.36,3205.93,2493.50,1781.07
22 Jun,4277.66,3921.19,3208.24,2495.30,1782.36
23 Jun,4300.60,3942.22,3225.45,2508.68,1791.92
24 Jun,4291.53,3933.90,3218.65,2503.39,1788.14
25 Jun,4288.86,3931.46,3216.65,2501.84,1787.03
26 Jun,4306.71,3947.82,3230.04,2512.25,1794.46
29 Jun,4304.60,3945.88,3228.45,2511.02,1793.58
30 Jun,4332.28,3971.25,3249.21,2527.16,1805.12
1 Jul,4290.15,3932.64,3217.61,2502.59,1787.56
2 Jul,4266.07,3910.56,3199.55,2488.54,1777.53
3 Jul,4262.46,3907.26,3196.85,2486.44,1776.03
6 Jul,4283.80,3926.82,3212.85,2498.88,1784.92
7 Jul,4321.66,3961.52,3241.24,2520.97,1800.69
8 Jul,4358.97,3995.73,3269.23,2542.73,1816.24
9 Jul,4358.25,3995.06,3268.69,2542.31,1815.94
10 Jul,4347.60,3985.30,3260.70,2536.10,1811.50
13 Jul,4358.88,3995.64,3269.16,2542.68,1816.20
14 Jul,4382.54,4017.32,3286.90,2556.48,1826.06
15 Jul,4380.91,4015.83,3285.68,2555.53,1825.38
16 Jul,4347.08,3984.82,3260.31,2535.80,1811.28
17 Jul,4358.49,3995.28,3268.87,2542.45,1816.04
20 Jul,4369.80,4005.65,3277.35,2549.05,1820.75
21 Jul,4416.82,4048.75,3312.61,2576.48,1840.34
22 Jul,4486.18,4112.33,3364.63,2616.94,1869.24
23 Jul,4538.12,4159.94,3403.59,2647.24,1890.88
24 Jul,4568.54,4187.82,3426.40,2664.98,1903.56
27 Jul,4726.97,4333.05,3545.22,2757.40,1969.57
28 Jul,4710.41,4317.88,3532.81,2747.74,1962.67
29 Jul,4731.19,4336.92,3548.39,2759.86,1971.33
30 Jul,4705.55,4313.43,3529.17,2744.91,1960.65
31 Jul,4759.52,4362.89,3569.64,2776.38,1983.13
3 Aug,4774.14,4376.29,3580.60,2784.91,1989.22
4 Aug,4896.69,4488.64,3672.52,2856.41,2040.29
5 Aug,4902.06,4493.56,3676.55,2859.54,2042.53
6 Aug,4983.30,4568.02,3737.47,2906.92,2076.37
7 Aug,4909.16,4500.06,3681.87,2863.67,2045.48
10 Aug,4882.95,4476.04,3662.21,2848.39,2034.56
11 Aug,4580.56,4198.85,3435.42,2671.99,1908.57
12 Aug,4621.03,4235.94,3465.77,2695.60,1925.43
13 Aug,4709.04,4316.62,3531.78,2746.94,1962.10
14 Aug,4679.11,4289.18,3509.33,2729.48,1949.63
17 Aug,4767.09,4369.83,3575.31,2780.80,1986.29
18 Aug,4808.39,4407.69,3606.29,2804.89,2003.50
19 Aug,4646.16,4258.98,3484.62,2710.26,1935.90
20 Aug,4706.65,4314.43,3529.99,2745.55,1961.10
21 Aug,4674.03,4284.52,3505.52,2726.52,1947.51
24 Aug,4604.11,4220.44,3453.08,2685.73,1918.38
25 Aug,4606.11,4222.27,3454.58,2686.90,1919.21
26 Aug,4663.50,4274.87,3497.62,2720.37,1943.12
27 Aug,4573.43,4192.31,3430.07,2667.83,1905.59
28 Aug,4619.41,4234.46,3464.56,2694.66,1924.75
31 Aug,4646.40,4259.20,3484.80,2710.40,1936.00
1 Sep,4632.84,4246.77,3474.63,2702.49,1930.35
2 Sep,4580.06,4198.39,3435.05,2671.70,1908.36
3 Sep,4556.61,4176.89,3417.46,2658.02,1898.59
4 Sep,4553.29,4173.85,3414.97,2656.09,1897.21
7 Sep,4559.41,4179.46,3419.56,2659.66,1899.75
8 Sep,4579.79,4198.14,3434.84,2671.54,1908.24
9 Sep,4590.02,4207.52,3442.51,2677.51,1912.51
10 Sep,4595.97,4212.97,3446.98,2680.98,1914.99
11 Sep,4583.94,4201.95,3437.96,2673.97,1909.98
14 Sep,4618.36,4233.50,3463.77,2694.04,1924.32
15 Sep,4624.16,4238.81,3468.12,2697.43,1926.73
16 Sep,4634.54,4248.33,3475.91,2703.48,1931.06
17 Sep,4606.55,4222.67,3454.91,2687.16,1919.40
18 Sep,4615.80,4231.15,3461.85,2692.55,1923.25
21 Sep,4535.51,4157.55,3401.63,2645.72,1889.80
22 Sep,4500.47,4125.43,3375.36,2625.28,1875.20
23 Sep,4400.38,4033.68,3300.29,2566.89,1833.49
24 Sep,4439.86,4069.87,3329.89,2589.92,1849.94
25 Sep,4410.43,4042.90,3307.82,2572.75,1837.68
28 Sep,4464.41,4092.37,3348.31,2604.24,1860.17
29 Sep,4496.99,4122.24,3372.74,2623.24,1873.74
30 Sep,4463.07,4091.15,3347.30,2603.46,1859.61
1 Oct,4483.61,4109.97,3362.71,2615.44,1868.17
2 Oct,4478.19,4105.01,3358.64,2612.28,1865.91
5 Oct,4495.53,4120.91,3371.65,2622.40,1873.14
6 Oct,4450.11,4079.27,3337.58,2595.90,1854.21
7 Oct,4449.51,4078.72,3337.14,2595.55,1853.96
8 Oct,4465.45,4093.33,3349.09,2604.85,1860.60
9 Oct,4528.10,4150.76,3396.08,2641.39,1886.71
12 Oct,4539.49,4161.20,3404.61,2648.03,1891.45
13 Oct,4469.06,4096.64,3351.79,2606.95,1862.11
14 Oct,4473.49,4100.69,3355.11,2609.53,1863.95
15 Oct,4497.21,4122.45,3372.91,2623.37,1873.84
16 Oct,4484.76,4111.03,3363.57,2616.11,1868.65
19 Oct,4490.99,4116.74,3368.24,2619.74,1871.25
20 Oct,4514.43,4138.23,3385.82,2633.42,1881.01
21 Oct,4554.56,4175.01,3415.92,2656.83,1897.73
22 Oct,4515.83,4139.51,3386.87,2634.23,1881.60
23 Oct,4514.40,4138.20,3385.80,2633.40,1881.00
26 Oct,4522.79,4145.89,3392.09,2638.30,1884.50
27 Oct,4521.06,4144.31,3390.80,2637.29,1883.78
28 Oct,4483.47,4109.85,3362.60,2615.36,1868.11
29 Oct,4462.73,4090.83,3347.04,2603.26,1859.47
30 Oct,4507.25,4131.65,3380.44,2629.23,1878.02
2 Nov,4536.65,4158.59,3402.49,2646.38,1890.27
3 Nov,4595.14,4212.21,3446.35,2680.50,1914.64
4 Nov,4543.77,4165.12,3407.82,2650.53,1893.24
5 Nov,4637.61,4251.14,3478.21,2705.27,1932.34
6 Nov,4641.66,4254.86,3481.25,2707.64,1934.03
9 Nov,4447.78,4077.13,3335.84,2594.54,1853.24
10 Nov,4482.23,4108.71,3361.67,2614.63,1867.59
11 Nov,4470.45,4097.91,3352.84,2607.76,1862.69
12 Nov,4516.71,4140.32,3387.53,2634.75,1881.96
13 Nov,4528.01,4150.67,3396.01,2641.34,1886.67
16 Nov,4520.58,4143.87,3390.44,2637.01,1883.58
17 Nov,4512.41,4136.38,3384.31,2632.24,1880.17
18 Nov,4467.52,4095.22,3350.64,2606.05,1861.46
19 Nov,4438.99,4069.07,3329.24,2589.41,1849.58
20 Nov,4460.72,4089.00,3345.54,2602.09,1858.63
23 Nov,4384.49,4019.12,3288.37,2557.62,1826.87
24 Nov,4301.72,3943.25,3226.29,2509.34,1792.38
25 Nov,4290.14,3932.63,3217.60,2502.58,1787.56
26 Nov,4294.96,3937.04,3221.22,2505.39,1789.57
27 Nov,4252.71,3898.32,3189.53,2480.75,1771.96
30 Nov,4232.04,3879.37,3174.03,2468.69,1763.35
1 Dec,4278.23,3921.71,3208.67,2495.64,1782.60
2 Dec,4336.05,3974.71,3252.04,2529.36,1806.69
3 Dec,4374.15,4009.64,3280.61,2551.59,1822.56
4 Dec,4364.09,4000.42,3273.07,2545.72,1818.37
7 Dec,4423.64,4055.00,3317.73,2580.45,1843.18
8 Dec,4433.17,4063.74,3324.87,2586.01,1847.15
9 Dec,4353.31,3990.53,3264.98,2539.43,1813.88
10 Dec,4357.67,3994.53,3268.25,2541.97,1815.69
11 Dec,4361.59,3998.13,3271.19,2544.26,1817.33
14 Dec,4327.73,3967.08,3245.80,2524.51,1803.22
15 Dec,4379.11,4014.18,3284.33,2554.48,1824.63
16 Dec,4412.22,4044.54,3309.17,2573.80,1838.43
17 Dec,4454.36,4083.17,3340.77,2598.38,1855.98
18 Dec,4452.05,4081.05,3339.04,2597.03,1855.02
21 Dec,4466.79,4094.56,3350.09,2605.63,1861.16
22 Dec,4443.00,4072.75,3332.25,2591.75,1851.25
23 Dec,4445.57,4075.11,3334.18,2593.25,1852.32
24 Dec,4429.18,4060.09,3321.89,2583.69,1845.49
25 Dec,4429.21,4060.11,3321.91,2583.71,1845.50
28 Dec,4438.49,4068.62,3328.87,2589.12,1849.37
29 Dec,4435.93,4066.27,3326.95,2587.63,1848.31
30 Dec,4459.35,4087.74,3344.51,2601.29,1858.06
31 Dec,4458.66,4087.11,3344.00,2600.89,1857.78
