Date,Gold Price (24 Karat),Gold Price (22 Karat),Gold Price (18 Karat),Gold Price (14 Karat),Gold Price (10 Karat)
19 Mar,2761.87,2531.71,2071.40,1611.09,1150.78
20 Mar,2748.14,2519.13,2061.10,1603.08,1145.06
21 Mar,2787.07,2554.82,2090.30,1625.79,1161.28
22 Mar,2792.68,2559.95,2094.51,1629.06,1163.62
23 Mar,2815.86,2581.21,2111.90,1642.59,1173.28
26 Mar,2814.64,2580.09,2110.98,1641.87,1172.77
27 Mar,2807.47,2573.52,2105.60,1637.69,1169.78
28 Mar,2779.11,2547.52,2084.33,1621.15,1157.96
29 Mar,2771.50,2540.54,2078.63,1616.71,1154.79
30 Mar,2763.62,2533.32,2072.71,1612.11,1151.51
2 Apr,2810.15,2575.97,2107.61,1639.25,1170.90
3 Apr,2782.67,2550.78,2087.01,1623.23,1159.45
4 Apr,2786.95,2554.71,2090.22,1625.72,1161.23
5 Apr,2775.60,2544.30,2081.70,1619.10,1156.50
6 Apr,2782.68,2550.79,2087.01,1623.23,1159.45
9 Apr,2787.87,2555.54,2090.90,1626.25,1161.61
10 Apr,2801.46,2568.00,2101.09,1634.18,1167.27
11 Apr,2835.95,2599.62,2126.96,1654.30,1181.65
12 Apr,2808.22,2574.20,2106.17,1638.13,1170.09
13 Apr,2820.25,2585.23,2115.19,1645.15,1175.11
16 Apr,2836.61,2600.22,2127.45,1654.69,1181.92
17 Apr,2843.24,2606.31,2132.43,1658.56,1184.68
18 Apr,2853.87,2616.04,2140.40,1664.75,1189.11
19 Apr,2858.35,2620.16,2143.76,1667.37,1190.98
20 Apr,2843.45,2606.49,2132.59,1658.68,1184.77
23 Apr,2833.95,2597.78,2125.46,1653.14,1180.81
24 Apr,2844.07,2607.06,2133.05,1659.04,1185.03
25 Apr,2846.19,2609.01,2134.65,1660.28,1185.91
26 Apr,2835.49,2599.20,2126.62,1654.04,1181.45
27 Apr,2830.70,2594.81,2123.02,1651.24,1179.46
30 Apr,2810.25,2576.06,2107.69,1639.31,1170.94
1 May,2803.80,2570.15,2102.85,1635.55,1168.25
2 May,2805.18,2571.41,2103.88,1636.35,1168.82
3 May,2814.22,2579.70,2110.67,1641.63,1172.59
4 May,2824.94,2589.52,2118.70,1647.88,1177.06
7 May,2839.85,2603.20,2129.89,1656.58,1183.27
8 May,2842.97,2606.05,2132.23,1658.40,1184.57
9 May,2841.99,2605.16,2131.49,1657.83,1184.16
10 May,2850.45,2612.91,2137.84,1662.76,1187.69
11 May,2856.75,2618.69,2142.56,1666.44,1190.31
14 May,2859.17,2620.91,2144.38,1667.85,1191.32
15 May,2846.23,2609.04,2134.67,1660.30,1185.93
16 May,2814.76,2580.20,2111.07,1641.95,1172.82
17 May,2809.88,2575.72,2107.41,1639.10,1170.78
18 May,2826.84,2591.27,2120.13,1648.99,1177.85
21 May,2830.60,2594.72,2122.95,1651.18,1179.42
22 May,2830.78,2594.88,2123.08,1651.29,1179.49
23 May,2844.74,2607.68,2133.56,1659.43,1185.31
24 May,2863.20,2624.60,2147.40,1670.20,1193.00
25 May,2834.21,2598.03,2125.66,1653.29,1180.92
28 May,2813.58,2579.11,2110.18,1641.25,1172.32
29 May,2839.94,2603.28,2129.95,1656.63,1183.31
30 May,2824.48,2589.10,2118.36,1647.61,1176.86
31 May,2818.15,2583.30,2113.61,1643.92,1174.23
1 Jun,2782.72,2550.82,2087.04,1623.25,1159.47
4 Jun,2785.12,2553.03,2088.84,1624.65,1160.47
5 Jun,2797.70,2564.56,2098.28,1631.99,1165.71
6 Jun,2788.21,2555.86,2091.16,1626.46,1161.76
7 Jun,2812.23,2577.88,2109.17,1640.47,1171.76
8 Jun,2819.06,2584.14,2114.30,1644.45,1174.61
11 Jun,2817.16,2582.40,2112.87,1643.35,1173.82
12 Jun,2810.81,2576.58,2108.11,1639.64,1171.17
13 Jun,2825.83,2590.35,2119.37,1648.40,1177.43
14 Jun,2841.81,2604.99,2131.36,1657.72,1184.09
15 Jun,2805.82,2572.01,2104.37,1636.73,1169.09
18 Jun,2804.82,2571.08,2103.61,1636.14,1168.67
19 Jun,2790.14,2557.63,2092.61,1627.58,1162.56
20 Jun,2778.10,2546.59,2083.57,1620.56,1157.54
21 Jun,2764.13,2533.79,2073.10,1612.41,1151.72
22 Jun,2769.77,2538.95,2077.32,1615.70,1154.07
25 Jun,2772.48,2541.44,2079.36,1617.28,1155.20
26 Jun,2766.02,2535.52,2074.52,1613.51,1152.51
27 Jun,2776.86,2545.45,2082.64,1619.83,1157.02
28 Jun,2762.33,2532.13,2071.74,1611.36,1150.97
29 Jun,2756.97,2527.23,2067.73,1608.24,1148.74
2 Jul,2744.05,2515.38,2058.04,1600.70,1143.36
3 Jul,2765.57,2535.11,2074.18,1613.25,1152.32
4 Jul,2788.06,2555.73,2091.05,1626.37,1161.69
5 Jul,2784.52,2552.47,2088.39,1624.30,1160.22
6 Jul,2774.59,2543.38,2080.95,1618.51,1156.08
9 Jul,2778.39,2546.86,2083.80,1620.73,1157.66
10 Jul,2773.03,2541.94,2079.77,1617.60,1155.43
11 Jul,2746.22,2517.36,2059.66,1601.96,1144.26
12 Jul,2746.55,2517.67,2059.91,1602.15,1144.39
13 Jul,2734.02,2506.18,2050.51,1594.84,1139.17
16 Jul,2732.16,2504.48,2049.12,1593.76,1138.40
17 Jul,2697.46,2472.68,2023.10,1573.52,1123.94
18 Jul,2702.68,2477.46,2027.01,1576.57,1126.12
19 Jul,2712.14,2486.13,2034.10,1582.08,1130.06
20 Jul,2722.64,2495.75,2041.98,1588.20,1134.43
23 Jul,2713.85,2487.70,2035.39,1583.08,1130.77
24 Jul,2710.74,2484.85,2033.06,1581.27,1129.48
25 Jul,2730.45,2502.91,2047.84,1592.76,1137.69
26 Jul,2705.74,2480.26,2029.30,1578.35,1127.39
27 Jul,2698.04,2473.20,2023.53,1573.85,1124.18
30 Jul,2700.02,2475.02,2025.02,1575.01,1125.01
31 Jul,2696.40,2471.70,2022.30,1572.90,1123.50
1 Aug,2675.03,2452.11,2006.27,1560.43,1114.59
2 Aug,2663.85,2441.87,1997.89,1553.92,1109.94
3 Aug,2673.10,2450.34,2004.82,1559.31,1113.79
6 Aug,2674.35,2451.49,2005.76,1560.04,1114.31
7 Aug,2674.45,2451.58,2005.84,1560.10,1114.36
8 Aug,2670.90,2448.33,2003.18,1558.03,1112.88
9 Aug,2683.89,2460.23,2012.91,1565.60,1118.29
10 Aug,2690.74,2466.51,2018.05,1569.60,1121.14
13 Aug,2683.19,2459.59,2012.39,1565.20,1118.00
14 Aug,2685.57,2461.78,2014.18,1566.58,1118.99
15 Aug,2682.28,2458.75,2011.71,1564.66,1117.61
16 Aug,2672.32,2449.62,2004.24,1558.85,1113.47
17 Aug,2663.91,2441.92,1997.93,1553.95,1109.96
20 Aug,2672.07,2449.40,2004.05,1558.71,1113.36
21 Aug,2684.86,2461.12,2013.64,1566.17,1118.69
22 Aug,2681.83,2458.35,2011.37,1564.40,1117.43
23 Aug,2676.85,2453.78,2007.64,1561.50,1115.35
24 Aug,2705.59,2480.12,2029.19,1578.26,1127.33
27 Aug,2723.69,2496.71,2042.77,1588.82,1134.87
28 Aug,2717.18,2490.75,2037.89,1585.02,1132.16
29 Aug,2740.39,2512.02,2055.29,1598.56,1141.83
30 Aug,2741.68,2513.20,2056.26,1599.31,1142.36
31 Aug,2736.75,2508.69,2052.56,1596.44,1140.31
3 Sep,2747.17,2518.24,2060.37,1602.51,1144.65
4 Sep,2743.85,2515.20,2057.89,1600.58,1143.27
5 Sep,2761.90,2531.74,2071.42,1611.11,1150.79
6 Sep,2778.62,2547.07,2083.97,1620.86,1157.76
7 Sep,2772.47,2541.43,2079.36,1617.28,1155.20
10 Sep,2788.90,2556.49,2091.68,1626.86,1162.04
11 Sep,2796.61,2563.56,2097.46,1631.36,1165.25
12 Sep,2789.80,2557.32,2092.35,1627.39,1162.42
13 Sep,2767.16,2536.56,2075.37,1614.18,1152.98
14 Sep,2767.05,2536.46,2075.29,1614.11,1152.94
17 Sep,2795.31,2562.37,2096.48,1630.60,1164.71
18 Sep,2809.87,2575.71,2107.40,1639.09,1170.78
19 Sep,2788.49,2556.11,2091.36,1626.62,1161.87
20 Sep,2784.27,2552.25,2088.20,1624.16,1160.11
21 Sep,2784.91,2552.84,2088.69,1624.53,1160.38
24 Sep,2803.02,2569.43,2102.26,1635.09,1167.92
25 Sep,2807.01,2573.09,2105.26,1637.42,1169.59
26 Sep,2785.86,2553.70,2089.39,1625.08,1160.77
28 Sep,2779.32,2547.71,2084.49,1621.27,1158.05
1 Oct,2804.69,2570.97,2103.52,1636.07,1168.62
2 Oct,2842.17,2605.33,2131.63,1657.93,1184.24
3 Oct,2844.99,2607.91,2133.74,1659.58,1185.41
4 Oct,2838.73,2602.17,2129.05,1655.93,1182.81
5 Oct,2865.75,2626.94,2149.31,1671.69,1194.06
8 Oct,2828.37,2592.67,2121.28,1649.88,1178.49
9 Oct,2844.11,2607.10,2133.08,1659.06,1185.05
10 Oct,2850.77,2613.21,2138.08,1662.95,1187.82
11 Oct,2913.90,2671.07,2185.42,1699.77,1214.12
12 Oct,2885.77,2645.29,2164.33,1683.36,1202.40
15 Oct,2909.89,2667.40,2182.42,1697.44,1212.45
16 Oct,2893.46,2652.34,2170.09,1687.85,1205.61
17 Oct,2890.01,2649.17,2167.50,1685.84,1204.17
18 Oct,2897.73,2656.25,2173.30,1690.34,1207.39
19 Oct,2897.22,2655.79,2172.92,1690.05,1207.18
22 Oct,2896.45,2655.08,2172.34,1689.60,1206.85
23 Oct,2898.31,2656.79,2173.74,1690.68,1207.63
24 Oct,2908.17,2665.82,2181.13,1696.43,1211.74
25 Oct,2900.31,2658.62,2175.24,1691.85,1208.46
26 Oct,2900.46,2658.76,2175.35,1691.94,1208.53
29 Oct,2911.02,2668.44,2183.27,1698.10,1212.93
30 Oct,2895.49,2654.20,2171.62,1689.04,1206.46
31 Oct,2896.74,2655.35,2172.56,1689.77,1206.98
1 Nov,2906.76,2664.53,2180.07,1695.61,1211.15
2 Nov,2890.58,2649.69,2167.93,1686.17,1204.41
5 Nov,2884.52,2644.14,2163.39,1682.64,1201.88
6 Nov,2884.97,2644.56,2163.73,1682.90,1202.07
7 Nov,2853.54,2615.74,2140.15,1664.56,1188.97
8 Nov,2867.28,2628.34,2150.46,1672.58,1194.70
9 Nov,2818.84,2583.94,2114.13,1644.33,1174.52
12 Nov,2819.03,2584.11,2114.27,1644.43,1174.59
13 Nov,2806.89,2572.98,2105.17,1637.35,1169.54
14 Nov,2818.38,2583.52,2113.79,1644.06,1174.33
15 Nov,2806.50,2572.63,2104.88,1637.13,1169.38
16 Nov,2818.67,2583.78,2114.00,1644.22,1174.45
19 Nov,2821.99,2586.82,2116.49,1646.16,1175.83
20 Nov,2805.58,2571.78,2104.18,1636.59,1168.99
21 Nov,2805.29,2571.51,2103.97,1636.42,1168.87
22 Nov,2795.80,2562.82,2096.85,1630.88,1164.92
23 Nov,2779.40,2547.78,2084.55,1621.31,1158.08
26 Nov,2783.88,2551.89,2087.91,1623.93,1159.95
27 Nov,2768.50,2537.79,2076.37,1614.96,1153.54
28 Nov,2772.13,2541.12,2079.10,1617.08,1155.05
29 Nov,2752.90,2523.49,2064.67,1605.86,1147.04
30 Nov,2739.88,2511.56,2054.91,1598.27,1141.62
3 Dec,2791.82,2559.17,2093.86,1628.56,1163.26
4 Dec,2813.54,2579.08,2110.16,1641.23,1172.31
5 Dec,2812.78,2578.38,2109.59,1640.79,1171.99
6 Dec,2807.58,2573.61,2105.68,1637.75,1169.82
7 Dec,2865.37,2626.59,2149.03,1671.47,1193.91
10 Dec,2900.96,2659.21,2175.72,1692.23,1208.73
11 Dec,2891.26,2650.32,2168.44,1686.57,1204.69
12 Dec,2878.34,2638.48,2158.76,1679.03,1199.31
13 Dec,2857.56,2619.43,2143.17,1666.91,1190.65
14 Dec,2865.67,2626.86,2149.25,1671.64,1194.03
17 Dec,2867.86,2628.87,2150.89,1672.92,1194.94
18 Dec,2831.92,2595.92,2123.94,1651.95,1179.97
19 Dec,2828.25,2592.57,2121.19,1649.81,1178.44
20 Dec,2843.82,2606.83,2132.86,1658.89,1184.92
21 Dec,2831.87,2595.88,2123.90,1651.92,1179.95
24 Dec,2861.36,2622.92,2146.02,1669.13,1192.23
25 Dec,2857.50,2619.38,2143.13,1666.88,1190.63
26 Dec,2862.98,2624.40,2147.23,1670.07,1192.91
27 Dec,2868.75,2629.68,2151.56,1673.44,1195.31
28 Dec,2879.49,2639.53,2159.62,1679.70,1199.79
31 Dec,2869.34,2630.23,2152.01,1673.78,1195.56
