Date,Gold Price (24 Karat),Gold Price (22 Karat),Gold Price (18 Karat),Gold Price (14 Karat),Gold Price (10 Karat)
10 Apr,5247.67,4810.36,3935.75,3061.14,2186.53
11 Apr,5287.40,4846.78,3965.55,3084.32,2203.08
12 Apr,5307.78,4865.46,3980.83,3096.20,2211.57
13 Apr,5358.66,4912.11,4019.00,3125.89,2232.78
14 Apr,5274.40,4834.87,3955.80,3076.73,2197.67
17 Apr,5257.75,4819.60,3943.31,3067.02,2190.73
18 Apr,5292.66,4851.61,3969.50,3087.39,2205.28
19 Apr,5279.91,4839.91,3959.93,3079.95,2199.96
20 Apr,5290.55,4849.68,3967.92,3086.16,2204.40
21 Apr,5230.92,4795.01,3923.19,3051.37,2179.55
24 Apr,5242.38,4805.51,3931.78,3058.05,2184.32
25 Apr,5265.70,4826.89,3949.27,3071.66,2194.04
26 Apr,5232.42,4796.38,3924.31,3052.24,2180.17
27 Apr,5220.38,4785.35,3915.28,3045.22,2175.16
28 Apr,5229.42,4793.64,3922.07,3050.50,2178.93
1 May,5209.29,4775.18,3906.96,3038.75,2170.54
2 May,5300.61,4858.90,3975.46,3092.03,2208.59
3 May,5405.59,4955.13,4054.20,3153.26,2252.33
4 May,5382.26,4933.74,4036.69,3139.65,2242.61
5 May,5299.61,4857.97,3974.70,3091.44,2208.17
8 May,5314.70,4871.81,3986.02,3100.24,2214.46
9 May,5373.10,4925.34,4029.83,3134.31,2238.79
10 May,5350.30,4904.44,4012.73,3121.01,2229.29
11 May,5321.01,4877.59,3990.76,3103.92,2217.09
12 May,5318.45,4875.25,3988.84,3102.43,2216.02
15 May,5333.29,4888.85,3999.97,3111.09,2222.20
16 May,5264.39,4825.69,3948.29,3070.90,2193.50
17 May,5256.41,4818.38,3942.31,3066.24,2190.17
18 May,5208.28,4774.26,3906.21,3038.16,2170.12
19 May,5267.66,4828.69,3950.75,3072.80,2194.86
22 May,5252.89,4815.15,3939.67,3064.19,2188.71
23 May,5266.35,4827.49,3949.77,3072.04,2194.31
24 May,5206.95,4773.04,3905.21,3037.39,2169.56
25 May,5167.57,4736.94,3875.68,3014.42,2153.15
26 May,5167.45,4736.83,3875.59,3014.35,2153.10
29 May,5159.86,4729.87,3869.89,3009.92,2149.94
30 May,5207.43,4773.47,3905.57,3037.67,2169.76
31 May,5220.72,4785.66,3915.54,3045.42,2175.30
1 Jun,5229.65,4793.84,3922.24,3050.63,2179.02
2 Jun,5161.06,4730.97,3870.79,3010.62,2150.44
5 Jun,5202.31,4768.79,3901.74,3034.68,2167.63
6 Jun,5211.49,4777.20,3908.61,3040.03,2171.45
7 Jun,5161.76,4731.62,3871.32,3011.03,2150.73
8 Jun,5214.76,4780.19,3911.07,3041.94,2172.82
9 Jun,5196.01,4763.01,3897.01,3031.01,2165.00
12 Jun,5182.07,4750.23,3886.55,3022.88,2159.20
13 Jun,5143.32,4714.71,3857.49,3000.27,2143.05
14 Jun,5130.04,4702.54,3847.53,2992.52,2137.52
15 Jun,5156.05,4726.38,3867.04,3007.69,2148.35
16 Jun,5155.67,4726.03,3866.75,3007.48,2148.20
19 Jun,5144.44,4715.73,3858.33,3000.92,2143.51
20 Jun,5108.83,4683.10,3831.63,2980.15,2128.68
21 Jun,5094.28,4669.76,3820.71,2971.66,2122.62
22 Jun,5041.02,4620.94,3780.77,2940.60,2100.43
23 Jun,5062.16,4640.31,3796.62,2952.92,2109.23
26 Jun,5072.30,4649.61,3804.22,2958.84,2113.46
27 Jun,5048.83,4628.09,3786.62,2945.15,2103.68
28 Jun,5036.30,4616.61,3777.23,2937.84,2098.46
29 Jun,5034.59,4615.04,3775.94,2936.84,2097.75
30 Jun,5066.52,4644.31,3799.89,2955.47,2111.05
3 Jul,5063.24,4641.31,3797.43,2953.56,2109.68
4 Jul,5079.66,4656.35,3809.74,2963.13,2116.52
5 Jul,5080.54,4657.17,3810.41,2963.65,2116.89
6 Jul,5082.91,4659.33,3812.18,2965.03,2117.88
7 Jul,5118.21,4691.69,3838.65,2985.62,2132.59
10 Jul,5106.84,4681.27,3830.13,2978.99,2127.85
11 Jul,5121.29,4694.52,3840.97,2987.42,2133.87
12 Jul,5160.97,4730.89,3870.73,3010.57,2150.40
13 Jul,5170.18,4739.33,3877.63,3015.94,2154.24
14 Jul,5164.40,4734.03,3873.30,3012.57,2151.83
17 Jul,5156.92,4727.18,3867.69,3008.20,2148.72
18 Jul,5222.33,4787.14,3916.75,3046.36,2175.97
19 Jul,5218.33,4783.47,3913.75,3044.03,2174.31
20 Jul,5199.87,4766.54,3899.90,3033.25,2166.61
21 Jul,5172.67,4741.62,3879.50,3017.39,2155.28
24 Jul,5142.50,4713.96,3856.87,2999.79,2142.71
25 Jul,5177.30,4745.86,3882.98,3020.09,2157.21
26 Jul,5199.31,4766.04,3899.48,3032.93,2166.38
27 Jul,5155.77,4726.12,3866.83,3007.53,2148.24
28 Jul,5182.07,4750.23,3886.55,3022.87,2159.20
31 Jul,5196.47,4763.43,3897.35,3031.27,2165.19
1 Aug,5161.58,4731.45,3871.18,3010.92,2150.66
2 Aug,5145.97,4717.14,3859.48,3001.82,2144.15
3 Aug,5155.13,4725.54,3866.35,3007.16,2147.97
4 Aug,5164.20,4733.85,3873.15,3012.45,2151.75
7 Aug,5152.19,4722.84,3864.14,3005.44,2146.75
8 Aug,5128.07,4700.73,3846.05,2991.37,2136.70
9 Aug,5108.04,4682.37,3831.03,2979.69,2128.35
10 Aug,5098.88,4673.97,3824.16,2974.35,2124.53
11 Aug,5104.48,4679.11,3828.36,2977.62,2126.87
14 Aug,5111.69,4685.72,3833.77,2981.82,2129.87
15 Aug,5079.24,4655.97,3809.43,2962.89,2116.35
16 Aug,5070.37,4647.84,3802.78,2957.71,2112.65
17 Aug,5048.58,4627.87,3786.44,2945.01,2103.58
18 Aug,5051.79,4630.81,3788.84,2946.88,2104.91
21 Aug,5048.59,4627.87,3786.44,2945.01,2103.58
22 Aug,5071.02,4648.44,3803.27,2958.10,2112.93
23 Aug,5087.54,4663.58,3815.66,2967.73,2119.81
24 Aug,5093.66,4669.19,3820.24,2971.30,2122.36
25 Aug,5082.13,4658.62,3811.60,2964.57,2117.55
28 Aug,5105.24,4679.80,3828.93,2978.06,2127.18
29 Aug,5144.23,4715.54,3858.17,3000.80,2143.43
30 Aug,5176.57,4745.19,3882.43,3019.67,2156.90
31 Aug,5157.12,4727.36,3867.84,3008.32,2148.80
1 Sep,5160.03,4730.03,3870.02,3010.02,2150.01
4 Sep,5159.14,4729.21,3869.36,3009.50,2149.64
5 Sep,5155.90,4726.24,3866.92,3007.61,2148.29
6 Sep,5135.10,4707.18,3851.33,2995.48,2139.63
7 Sep,5137.74,4709.59,3853.30,2997.01,2140.72
8 Sep,5123.99,4696.99,3842.99,2989.00,2135.00
11 Sep,5120.22,4693.53,3840.16,2986.79,2133.42
12 Sep,5060.09,4638.41,3795.06,2951.72,2108.37
13 Sep,5094.96,4670.38,3821.22,2972.06,2122.90
14 Sep,5105.74,4680.26,3829.30,2978.35,2127.39
15 Sep,5140.07,4711.73,3855.05,2998.37,2141.69
18 Sep,5182.94,4751.03,3887.21,3023.38,2159.56
19 Sep,5182.91,4751.00,3887.18,3023.36,2159.55
20 Sep,5158.18,4728.33,3868.63,3008.94,2149.24
21 Sep,5132.02,4704.35,3849.02,2993.68,2138.34
22 Sep,5144.72,4715.99,3858.54,3001.08,2143.63
25 Sep,5117.93,4691.43,3838.45,2985.46,2132.47
26 Sep,5090.64,4666.42,3817.98,2969.54,2121.10
27 Sep,5023.38,4604.76,3767.53,2930.30,2093.07
28 Sep,4986.94,4571.36,3740.20,2909.05,2077.89
29 Sep,4943.20,4531.26,3707.40,2883.53,2059.67
2 Oct,4901.25,4492.82,3675.94,2859.07,2042.19
3 Oct,4880.17,4473.49,3660.13,2846.77,2033.41
4 Oct,4883.28,4476.34,3662.46,2848.58,2034.70
5 Oct,4875.25,4468.98,3656.44,2843.90,2031.36
6 Oct,4896.43,4488.39,3672.32,2856.25,2040.18
9 Oct,4981.64,4566.50,3736.23,2905.95,2075.68
10 Oct,4982.16,4566.98,3736.62,2906.26,2075.90
11 Oct,5015.33,4597.38,3761.49,2925.61,2089.72
12 Oct,5004.50,4587.46,3753.37,2919.29,2085.21
13 Oct,5169.32,4738.54,3876.99,3015.44,2153.88
16 Oct,5135.19,4707.26,3851.39,2995.53,2139.66
17 Oct,5153.01,4723.59,3864.76,3005.92,2147.09
18 Oct,5221.73,4786.58,3916.30,3046.01,2175.72
19 Oct,5277.02,4837.27,3957.77,3078.26,2198.76
20 Oct,5302.98,4861.07,3977.24,3093.41,2209.58
23 Oct,5259.24,4820.97,3944.43,3067.89,2191.35
24 Oct,5259.20,4820.94,3944.40,3067.87,2191.33
25 Oct,5302.73,4860.83,3977.05,3093.26,2209.47
26 Oct,5314.84,4871.94,3986.13,3100.32,2214.52
27 Oct,5381.89,4933.40,4036.42,3139.44,2242.45
30 Oct,5345.27,4899.83,4008.95,3118.08,2227.20
31 Oct,5313.89,4871.06,3985.42,3099.77,2214.12
1 Nov,5309.26,4866.82,3981.94,3097.07,2212.19
2 Nov,5319.10,4875.84,3989.33,3102.81,2216.29
3 Nov,5327.52,4883.56,3995.64,3107.72,2219.80
6 Nov,5292.19,4851.18,3969.14,3087.11,2205.08
7 Nov,5267.49,4828.53,3950.62,3072.70,2194.79
8 Nov,5220.40,4785.36,3915.30,3045.23,2175.16
9 Nov,5248.34,4810.98,3936.26,3061.53,2186.81
10 Nov,5189.87,4757.38,3892.40,3027.42,2162.45
13 Nov,5208.85,4774.78,3906.63,3038.49,2170.35
14 Nov,5240.32,4803.62,3930.24,3056.85,2183.47
15 Nov,5243.88,4806.89,3932.91,3058.93,2184.95
16 Nov,5298.19,4856.68,3973.64,3090.61,2207.58
17 Nov,5304.33,4862.30,3978.25,3094.19,2210.14
20 Nov,5305.44,4863.32,3979.08,3094.84,2210.60
21 Nov,5357.12,4910.70,4017.84,3124.99,2232.13
22 Nov,5335.21,4890.61,4001.41,3112.21,2223.01
23 Nov,5342.81,4897.58,4007.11,3116.64,2226.17
24 Nov,5363.76,4916.78,4022.82,3128.86,2234.90
27 Nov,5398.45,4948.58,4048.84,3149.10,2249.36
28 Nov,5475.27,5019.00,4106.45,3193.91,2281.36
29 Nov,5476.22,5019.87,4107.17,3194.46,2281.76
30 Nov,5465.07,5009.65,4098.81,3187.96,2277.11
1 Dec,5546.14,5083.97,4159.61,3235.25,2310.89
4 Dec,5446.56,4992.68,4084.92,3177.16,2269.40
5 Dec,5405.29,4954.85,4053.97,3153.09,2252.20
6 Dec,5429.87,4977.38,4072.40,3167.43,2262.45
7 Dec,5433.72,4980.91,4075.29,3169.67,2264.05
8 Dec,5376.85,4928.78,4032.64,3136.49,2240.35
11 Dec,5314.07,4871.23,3985.55,3099.87,2214.20
12 Dec,5311.57,4868.94,3983.68,3098.42,2213.15
13 Dec,5434.77,4981.87,4076.08,3170.28,2264.49
14 Dec,5457.03,5002.28,4092.77,3183.27,2273.76
15 Dec,5392.34,4942.98,4044.26,3145.53,2246.81
18 Dec,5415.96,4964.63,4061.97,3159.31,2256.65
19 Dec,5447.52,4993.56,4085.64,3177.72,2269.80
20 Dec,5440.50,4987.13,4080.38,3173.63,2266.88
21 Dec,5486.33,5029.14,4114.75,3200.36,2285.97
22 Dec,5500.61,5042.22,4125.46,3208.69,2291.92
25 Dec,5495.17,5037.23,4121.37,3205.51,2289.65
26 Dec,5526.41,5065.88,4144.81,3223.74,2302.67
27 Dec,5564.85,5101.12,4173.64,3246.17,2318.69
28 Dec,5507.58,5048.61,4130.68,3212.75,2294.82
29 Dec,5519.33,5059.39,4139.50,3219.61,2299.72
